Filename,Date,Time,Table,Corp,Fleet,Search Name,Search Data,Status,Rows,Work Flow Time,Search Time,Facet Time
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,Widget,table=vehicle,OK,19,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:08,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:09,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,Widget,table=vehicle,OK,15,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,Widget,table=vehicle,OK,15,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,Widget,table=vehicle,OK,15,4,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,Widget,table=vehicle,OK,15,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:10,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,4,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,Widget,table=vehicle,OK,15,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,Widget,table=vehicle,OK,15,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,Widget,table=vehicle,OK,15,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,Widget,table=vehicle,OK,15,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:11,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:12,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,2,0,1
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:13,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,Widget,table=vehicle,OK,19,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:14,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:16,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:16,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:16,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:16,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:16,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:23:16,,,,table,individual,OK,1,3,0,0
